Формат магазина	Магазин	Группа	Номенклатура	Месяц	Кол проданного товара, шт	Сумма продаж, тыс.руб.	Себестоимость продаж, тыс.руб.	Остаток на конец дня среднедневной, шт	Себестоимость остатков на конец дня среднедневная, тыс.руб.
Супер	Магазин 30	Молочные продукты	Молочные продукты 158	8	4	0,18996	0,14352	9	0,32292
Супер	Магазин 30	Молочные продукты	Молочные продукты 158	9	16	0,59487	0,57408	5	0,1794
Супер	Магазин 30	Молочные продукты	Молочные продукты 160	7	11	0,35889	0,41448	11	0,41448
Супер	Магазин 30	Молочные продукты	Молочные продукты 160	8	7	0,31193	0,26376	10	0,3768
Супер	Магазин 30	Молочные продукты	Молочные продукты 160	9	10	0,41894	0,3768	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 161	7	193	3,209	2,123	21	0,231
Супер	Магазин 30	Молочные продукты	Молочные продукты 161	8	130	2,51672	1,5076	8	0,10352
Супер	Магазин 30	Молочные продукты	Молочные продукты 161	9	108	2,13492	1,3432	20	0,22
Супер	Магазин 30	Молочные продукты	Молочные продукты 162	7	220	3,65593	2,42776	21	0,231
Супер	Магазин 30	Молочные продукты	Молочные продукты 162	8	95	1,86805	1,142	24	0,31056
Супер	Магазин 30	Молочные продукты	Молочные продукты 162	9	102	2,04098	1,30824	18	0,198
Супер	Магазин 30	Молочные продукты	Молочные продукты 163	7	53	3,13745	2,66606	4	0,16408
Супер	Магазин 30	Молочные продукты	Молочные продукты 163	8	35	2,0817	1,5792	0	5,68434E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 163	9	30	1,6997	1,42275	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 165	7	22	0,65477	0,58233	6	0,17298
Супер	Магазин 30	Молочные продукты	Молочные продукты 165	8	9	0,26991	0,25947	0	-5,68434E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 165	9	12	0,46788	0,32436	1	0,02451
Супер	Магазин 30	Молочные продукты	Молочные продукты 166	7	235	9,77966	7,79025	47	1,55805
Супер	Магазин 30	Молочные продукты	Молочные продукты 166	8	114	4,76789	3,7791	11	0,36465
Супер	Магазин 30	Молочные продукты	Молочные продукты 166	9	89	3,77114	2,95035	2	0,0663
Супер	Магазин 30	Молочные продукты	Молочные продукты 168	7	130	7,93688	6,5143	12	0,60132
Супер	Магазин 30	Молочные продукты	Молочные продукты 168	8	167	9,74097	7,33061	7	0,35077
Супер	Магазин 30	Молочные продукты	Молочные продукты 168	9	111	6,91334	5,56221	4	0,20044
Супер	Магазин 30	Молочные продукты	Молочные продукты 170	7	22	1,63783	1,35784	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 170	8	9	0,67291	0,55548	2	0,12344
Супер	Магазин 30	Молочные продукты	Молочные продукты 170	9	8	0,596	0,49376	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 171	7	4	0,23996	0,223	5	0,25881
Супер	Магазин 30	Молочные продукты	Молочные продукты 171	8	4	0,22796	0,21303	5	0,2289
Супер	Магазин 30	Молочные продукты	Молочные продукты 171	9	16	0,91085	0,73248	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 173	7	12	0,39288	0,25986	6	0,1485
Супер	Магазин 30	Молочные продукты	Молочные продукты 173	8	10	0,3269	0,2475	1	0,02475
Супер	Магазин 30	Молочные продукты	Молочные продукты 173	9	13	0,41689	0,32175	6	0,1485
Супер	Магазин 30	Молочные продукты	Молочные продукты 175	7	8	0,28992	0,2215	6	0,19542
Супер	Магазин 30	Молочные продукты	Молочные продукты 175	8	3	0,12597	0,09771	0	2,84217E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 175	9	9	0,25391	0,23445	3	0,07815
Супер	Магазин 30	Молочные продукты	Молочные продукты 176	7	1	0,03799	0,03197	0	-2,84217E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 176	8	11	0,41789	0,35167	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 176	9	13	0,49387	0,41561	7	0,22379
Супер	Магазин 30	Молочные продукты	Молочные продукты 178	7	136	3,72866	2,9308	60	1,293
Супер	Магазин 30	Молочные продукты	Молочные продукты 178	8	108	2,96495	2,3274	10	0,2155
Супер	Магазин 30	Молочные продукты	Молочные продукты 178	9	82	2,24233	1,7671	8	0,1724
Супер	Магазин 30	Молочные продукты	Молочные продукты 179	8	8	0,56091	0,41632	4	0,20816
Супер	Магазин 30	Молочные продукты	Молочные продукты 179	9	21	1,46681	1,09284	5	0,2602
Супер	Магазин 30	Молочные продукты	Молочные продукты 180	7	57	2,8755	2,48064	10	0,4352
Супер	Магазин 30	Молочные продукты	Молочные продукты 180	8	11	0,61689	0,47872	7	0,30464
Супер	Магазин 30	Молочные продукты	Молочные продукты 180	9	8	0,45992	0,34816	4	0,17408
Супер	Магазин 30	Молочные продукты	Молочные продукты 183	7	74	5,33803	3,2003	4	0,13
Супер	Магазин 30	Молочные продукты	Молочные продукты 183	8	100	6,80603	4,1551	6	0,2673
Супер	Магазин 30	Молочные продукты	Молочные продукты 183	9	93	6,36878	4,08855	3	0,13365
Супер	Магазин 30	Молочные продукты	Молочные продукты 185	8	9	0,69291	0,47925	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 185	9	9	0,69786	0,47925	5	0,26625
Супер	Магазин 30	Молочные продукты	Молочные продукты 186	7	18	1,31982	1,12068	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 186	8	9	0,73591	0,56034	4	0,24904
Супер	Магазин 30	Молочные продукты	Молочные продукты 186	9	15	1,24484	0,9339	5	0,3113
Супер	Магазин 30	Молочные продукты	Молочные продукты 187	7	105	6,73905	5,6406	5	0,2686
Супер	Магазин 30	Молочные продукты	Молочные продукты 187	8	101	6,50212	5,42572	0	-1,7053E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 187	9	108	6,99702	5,80176	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 188	7	12	0,83189	0,68784	0	5,68434E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 188	8	4	0,25729	0,22928	6	0,34392
Супер	Магазин 30	Молочные продукты	Молочные продукты 188	9	12	0,7969	0,68784	0	5,68434E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 189	7	12	0,57588	0,43056	2	0,07102
Супер	Магазин 30	Молочные продукты	Молочные продукты 189	8	6	0,30394	0,21306	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 189	9	26	1,36384	0,92326	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 190	7	40	2,88263	2,6644	7	0,46627
Супер	Магазин 30	Молочные продукты	Молочные продукты 190	8	45	3,13955	2,97347	3	0,19983
Супер	Магазин 30	Молочные продукты	Молочные продукты 190	9	21	1,66478	1,39877	0	2,84217E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 192	7	30	2,00269	1,6575	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 192	8	17	1,10483	0,93925	3	0,16575
Супер	Магазин 30	Молочные продукты	Молочные продукты 192	9	29	1,95071	1,60225	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 194	7	21	1,42953	0,99846	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 196	7	195	9,76078	7,80195	6	0,24006
Супер	Магазин 30	Молочные продукты	Молочные продукты 196	8	81	4,0692	3,24081	22	0,88022
Супер	Магазин 30	Молочные продукты	Молочные продукты 196	9	135	6,85308	5,40135	17	0,68017
Супер	Магазин 30	Молочные продукты	Молочные продукты 198	7	19	1,49482	1,28915	0	1,7053E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 198	8	23	1,82577	1,56055	1	0,06785
Супер	Магазин 30	Молочные продукты	Молочные продукты 198	9	7	0,52593	0,43426	0	2,84217E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 199	7	210	9,12223	6,68763	9	0,28665
Супер	Магазин 30	Молочные продукты	Молочные продукты 199	8	181	7,89797	5,76321	0	-1,7053E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 199	9	249	10,66454	7,80662	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 200	9	6	0,47895	0,37726	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 201	7	15	1,21983	0,98775	4	0,2634
Супер	Магазин 30	Молочные продукты	Молочные продукты 201	8	16	1,30389	1,0536	3	0,19755
Супер	Магазин 30	Молочные продукты	Молочные продукты 201	9	16	1,32584	1,05359	1	0,06584
Супер	Магазин 30	Молочные продукты	Молочные продукты 202	9	1	0,09099	0,07063	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 203	7	1	0,07899	0,06622	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 203	9	3	0,26097	0,19866	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 204	7	11	0,38489	0,33429	2	0,06078
Супер	Магазин 30	Молочные продукты	Молочные продукты 204	8	6	0,21693	0,18234	2	0,05166
Супер	Магазин 30	Молочные продукты	Молочные продукты 204	9	7	0,27693	0,21273	3	0,09117
Супер	Магазин 30	Молочные продукты	Молочные продукты 205	7	27	1,84476	1,58221	2	0,09662
Супер	Магазин 30	Молочные продукты	Молочные продукты 205	8	32	2,25968	1,7392	4	0,24156
Супер	Магазин 30	Молочные продукты	Молочные продукты 205	9	29	2,3657	1,75131	5	0,30195
Супер	Магазин 30	Молочные продукты	Молочные продукты 213	7	11	0,3989	0,33583	1	0,03053
Супер	Магазин 30	Молочные продукты	Молочные продукты 213	8	11	0,42189	0,34533	2	0,06296
Супер	Магазин 30	Молочные продукты	Молочные продукты 213	9	10	0,36492	0,3148	4	0,12592
Супер	Магазин 30	Молочные продукты	Молочные продукты 214	7	5	0,18695	0,15265	2	0,06106
Супер	Магазин 30	Молочные продукты	Молочные продукты 214	8	3	0,11399	0,09254	5	0,1574
Супер	Магазин 30	Молочные продукты	Молочные продукты 214	9	4	0,14595	0,12592	2	0,06296
Супер	Магазин 30	Молочные продукты	Молочные продукты 215	7	30	1,7377	1,3899	8	0,40736
Супер	Магазин 30	Молочные продукты	Молочные продукты 215	8	34	2,09765	1,73128	2	0,10184
Супер	Магазин 30	Молочные продукты	Молочные продукты 215	9	26	1,49304	1,20164	6	0,24438
Супер	Магазин 30	Молочные продукты	Молочные продукты 216	7	6	0,23094	0,19062	7	0,22239
Супер	Магазин 30	Молочные продукты	Молочные продукты 216	8	8	0,29996	0,25416	5	0,15885
Супер	Магазин 30	Молочные продукты	Молочные продукты 216	9	16	0,61184	0,50832	6	0,19062
Супер	Магазин 30	Молочные продукты	Молочные продукты 217	7	29	1,66471	1,30838	2	0,10184
Супер	Магазин 30	Молочные продукты	Молочные продукты 217	8	19	1,15983	0,96748	3	0,15276
Супер	Магазин 30	Молочные продукты	Молочные продукты 217	9	17	0,96083	0,78412	2	0,08146
Супер	Магазин 30	Молочные продукты	Молочные продукты 218	7	18	1,05582	0,84006	2	0,10184
Супер	Магазин 30	Молочные продукты	Молочные продукты 218	8	20	1,22181	1,0184	4	0,20368
Супер	Магазин 30	Молочные продукты	Молочные продукты 218	9	11	0,65489	0,54993	7	0,28511
Супер	Магазин 30	Молочные продукты	Молочные продукты 219	7	5	0,19695	0,15885	5	0,15885
Супер	Магазин 30	Молочные продукты	Молочные продукты 219	8	10	0,38191	0,3177	3	0,09531
Супер	Магазин 30	Молочные продукты	Молочные продукты 219	9	8	0,30992	0,25416	3	0,09531
Супер	Магазин 30	Молочные продукты	Молочные продукты 220	7	27	0,92973	0,72943	10	0,299
Супер	Магазин 30	Молочные продукты	Молочные продукты 220	8	22	0,7908	0,6578	8	0,2392
Супер	Магазин 30	Молочные продукты	Молочные продукты 220	9	31	1,00272	0,81908	5	0,1495
Супер	Магазин 30	Молочные продукты	Молочные продукты 222	8	2	0,07198	0,0598	4	0,1196
Супер	Магазин 30	Молочные продукты	Молочные продукты 222	9	13	0,43588	0,34078	2	0,0598
Супер	Магазин 30	Молочные продукты	Молочные продукты 223	7	77	2,61938	1,99681	1	0,0299
Супер	Магазин 30	Молочные продукты	Молочные продукты 223	8	64	2,32235	1,9136	45	1,3455
Супер	Магазин 30	Молочные продукты	Молочные продукты 223	9	86	2,95422	2,40967	13	0,3887
Супер	Магазин 30	Молочные продукты	Молочные продукты 224	7	27	2,86272	2,3124	1	0,09176
Супер	Магазин 30	Молочные продукты	Молочные продукты 224	8	10	1,1129	0,9176	3	0,27528
Супер	Магазин 30	Молочные продукты	Молочные продукты 224	9	26	2,80674	2,34448	9	0,702
Супер	Магазин 30	Молочные продукты	Молочные продукты 206	7	13	0,77289	0,58877	3	0,13587
Супер	Магазин 30	Молочные продукты	Молочные продукты 206	8	11	0,65389	0,49819	2	0,09058
Супер	Магазин 30	Молочные продукты	Молочные продукты 206	9	9	0,54291	0,40761	3	0,13587
Супер	Магазин 30	Молочные продукты	Молочные продукты 225	7	2	0,34998	0,27256	10	1,3628
Супер	Магазин 30	Молочные продукты	Молочные продукты 225	8	32	5,53772	3,9489	2	0,2351
Супер	Магазин 30	Молочные продукты	Молочные продукты 225	9	18	3,39401	2,41558	8	1,09024
Супер	Магазин 30	Молочные продукты	Молочные продукты 227	8	45	2,98265	2,64105	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 228	9	5	0,62495	0,46845	7	0,65579
Супер	Магазин 30	Молочные продукты	Молочные продукты 229	7	17	2,35083	1,55346	21	2,37578
Супер	Магазин 30	Молочные продукты	Молочные продукты 229	8	17	2,61482	1,9189	2	0,22844
Супер	Магазин 30	Молочные продукты	Молочные продукты 229	9	15	2,35285	1,7133	7	0,79954
Супер	Магазин 30	Молочные продукты	Молочные продукты 230	7	11	1,37289	0,91476	1	0,08316
Супер	Магазин 30	Молочные продукты	Молочные продукты 230	8	28	3,51975	2,31816	10	0,78
Супер	Магазин 30	Молочные продукты	Молочные продукты 230	9	33	4,19171	2,68752	13	1,08108
Супер	Магазин 30	Молочные продукты	Молочные продукты 232	7	33	3,81367	2,43489	25	1,602
Супер	Магазин 30	Молочные продукты	Молочные продукты 232	8	27	3,41802	1,77286	22	1,87946
Супер	Магазин 30	Молочные продукты	Молочные продукты 232	9	36	4,25168	2,80204	8	0,54672
Супер	Магазин 30	Молочные продукты	Молочные продукты 233	7	3	0,32897	0,21318	9	0,63954
Супер	Магазин 30	Молочные продукты	Молочные продукты 233	8	20	2,16282	1,4212	1	0,07106
Супер	Магазин 30	Молочные продукты	Молочные продукты 233	9	10	1,0979	0,7106	3	0,21318
Супер	Магазин 30	Молочные продукты	Молочные продукты 235	7	42	4,90929	3,18234	28	2,12156
Супер	Магазин 30	Молочные продукты	Молочные продукты 235	8	37	4,21283	2,80349	5	0,37885
Супер	Магазин 30	Молочные продукты	Молочные продукты 235	9	30	3,38571	2,2731	14	1,06078
Супер	Магазин 30	Молочные продукты	Молочные продукты 236	7	77	7,61426	6,6297	44	3,8478
Супер	Магазин 30	Молочные продукты	Молочные продукты 236	8	52	5,24157	4,5474	12	1,0494
Супер	Магазин 30	Молочные продукты	Молочные продукты 236	9	40	4,03463	3,498	11	0,96195
Супер	Магазин 30	Молочные продукты	Молочные продукты 237	7	29	2,87271	1,83012	13	0,79014
Супер	Магазин 30	Молочные продукты	Молочные продукты 237	8	13	1,16987	0,7908	8	0,48888
Супер	Магазин 30	Молочные продукты	Молочные продукты 237	9	23	2,10679	1,40538	15	0,9166
Супер	Магазин 30	Молочные продукты	Молочные продукты 238	7	86	5,14643	3,2482	22	0,7964
Супер	Магазин 30	Молочные продукты	Молочные продукты 238	8	80	5,43198	3,202	12	0,5424
Супер	Магазин 30	Молочные продукты	Молочные продукты 238	9	48	3,37381	1,9536	12	0,4344
Супер	Магазин 30	Молочные продукты	Молочные продукты 239	7	81	9,36879	7,10775	36	3,159
Супер	Магазин 30	Молочные продукты	Молочные продукты 239	8	39	4,5198	3,42225	21	1,84275
Супер	Магазин 30	Молочные продукты	Молочные продукты 239	9	48	5,65509	4,212	27	2,36925
Супер	Магазин 30	Молочные продукты	Молочные продукты 240	8	11	2,4209	1,61018	13	1,80238
Супер	Магазин 30	Молочные продукты	Молочные продукты 240	9	19	4,30213	2,69742	1	0,14638
Супер	Магазин 30	Молочные продукты	Молочные продукты 243	7	70	8,78724	5,0904	50	4,6056
Супер	Магазин 30	Молочные продукты	Молочные продукты 243	8	87	10,84935	8,19312	15	1,16352
Супер	Магазин 30	Молочные продукты	Молочные продукты 243	9	94	10,59743	6,9084	12	0,87264
Супер	Магазин 30	Молочные продукты	Молочные продукты 245	7	46	6,35871	4,87784	2	0,21208
Супер	Магазин 30	Молочные продукты	Молочные продукты 245	8	52	7,62375	5,51408	6	0,63624
Супер	Магазин 30	Молочные продукты	Молочные продукты 245	9	44	7,14561	4,66576	5	0,5302
Супер	Магазин 30	Молочные продукты	Молочные продукты 246	7	41	4,3992	3,3743	35	2,6558
Супер	Магазин 30	Молочные продукты	Молочные продукты 246	8	30	3,74872	2,28175	30	2,469
Супер	Магазин 30	Молочные продукты	Молочные продукты 246	9	36	4,53564	2,9628	20	1,646
Супер	Магазин 30	Молочные продукты	Молочные продукты 250	7	65	2,76036	2,3855	8	0,2936
Супер	Магазин 30	Молочные продукты	Молочные продукты 250	8	68	2,85733	2,3306	6	0,1872
Супер	Магазин 30	Молочные продукты	Молочные продукты 250	9	75	3,15626	2,5545	9	0,3303
Супер	Магазин 30	Молочные продукты	Молочные продукты 252	7	281	10,07289	8,29372	14	0,41272
Супер	Магазин 30	Молочные продукты	Молочные продукты 252	8	153	5,46254	4,51044	34	1,00232
Супер	Магазин 30	Молочные продукты	Молочные продукты 252	9	133	4,89836	4,24884	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 259	7	54	3,76028	2,3571	12	0,5238
Супер	Магазин 30	Молочные продукты	Молочные продукты 259	8	24	1,64776	1,0476	2	0,0873
Супер	Магазин 30	Молочные продукты	Молочные продукты 259	9	30	2,09468	1,3095	8	0,3492
Супер	Магазин 30	Молочные продукты	Молочные продукты 260	7	50	2,07228	1,628	17	0,55352
Супер	Магазин 30	Молочные продукты	Молочные продукты 260	8	15	0,64922	0,4884	1	0,03256
Супер	Магазин 30	Молочные продукты	Молочные продукты 260	9	36	1,53763	1,17216	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 261	7	38	1,50145	1,2331	13	0,42185
Супер	Магазин 30	Молочные продукты	Молочные продукты 261	8	6	0,23694	0,1947	3	0,09735
Супер	Магазин 30	Молочные продукты	Молочные продукты 262	7	20	1,1628	0,94094	2	0,1034
Супер	Магазин 30	Молочные продукты	Молочные продукты 262	8	5	0,27895	0,22748	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 262	9	6	0,25794	0,31797	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 263	9	144	5,20054	5,31072	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 265	7	153	9,41151	8,0394	15	0,684
Супер	Магазин 30	Молочные продукты	Молочные продукты 265	8	183	10,88266	8,8761	0	7,95808E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 265	9	123	7,68632	6,59895	3	0,16095
Супер	Магазин 30	Молочные продукты	Молочные продукты 266	7	58	2,28994	1,653	19	0,5415
Супер	Магазин 30	Молочные продукты	Молочные продукты 266	8	61	2,30053	1,7385	2	0,057
Супер	Магазин 30	Молочные продукты	Молочные продукты 266	9	66	2,4357	1,881	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 268	7	44	2,83562	2,51398	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 268	8	36	2,42464	2,06628	5	0,34435
Супер	Магазин 30	Молочные продукты	Молочные продукты 268	9	13	0,97185	0,89531	6	0,41322
Супер	Магазин 30	Молочные продукты	Молочные продукты 269	7	247	12,95537	16,38104	15	0,9948
Супер	Магазин 30	Молочные продукты	Молочные продукты 269	8	216	11,98996	12,09234	3	0,19896
Супер	Магазин 30	Молочные продукты	Молочные продукты 269	9	102	5,26606	6,56564	0	-2,55795E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 254	8	8	0,89592	0,68192	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 254	9	56	6,15654	4,77344	4	0,34096
Супер	Магазин 30	Молочные продукты	Молочные продукты 255	7	53	5,28453	4,64097	5	0,49585
Супер	Магазин 30	Молочные продукты	Молочные продукты 255	8	71	6,87594	5,93003	2	0,19834
Супер	Магазин 30	Молочные продукты	Молочные продукты 255	9	52	5,16751	4,52196	6	0,47598
Супер	Магазин 30	Молочные продукты	Молочные продукты 270	7	18	1,01935	0,78438	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 271	7	45	2,94356	2,34005	7	0,3115
Супер	Магазин 30	Молочные продукты	Молочные продукты 271	8	44	2,72803	2,1307	1	0,05235
Супер	Магазин 30	Молочные продукты	Молочные продукты 271	9	30	1,86469	1,3821	0	2,13163E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 272	7	306	11,8452	9,8083	50	1,6015
Супер	Магазин 30	Молочные продукты	Молочные продукты 272	8	232	9,05441	7,58048	38	1,35242
Супер	Магазин 30	Молочные продукты	Молочные продукты 272	9	172	6,96495	6,12148	0	4,54747E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 273	7	139	5,81074	4,51794	12	0,39012
Супер	Магазин 30	Молочные продукты	Молочные продукты 273	8	28	1,17973	0,91012	1	0,0325
Супер	Магазин 30	Молочные продукты	Молочные продукты 273	9	134	5,37849	4,15055	1	0,029
Супер	Магазин 30	Молочные продукты	Молочные продукты 276	7	63	2,87135	2,17877	13	0,45747
Супер	Магазин 30	Молочные продукты	Молочные продукты 276	8	63	2,83855	2,21697	8	0,28152
Супер	Магазин 30	Молочные продукты	Молочные продукты 276	9	34	1,81566	1,19646	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 279	8	5	0,60596	0,45545	3	0,27327
Супер	Магазин 30	Молочные продукты	Молочные продукты 279	9	85	9,85868	6,89573	2	0,15486
Супер	Магазин 30	Молочные продукты	Молочные продукты 280	7	6	0,38994	0,28494	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 280	8	15	0,94485	0,7326	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 280	9	15	0,91485	0,71235	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 282	7	80	5,85418	3,744	10	0,468
Супер	Магазин 30	Молочные продукты	Молочные продукты 282	8	65	4,79258	3,0012	5	0,234
Супер	Магазин 30	Молочные продукты	Молочные продукты 282	9	32	2,40268	1,4568	3	0,1404
Супер	Магазин 30	Молочные продукты	Молочные продукты 287	7	125	8,60084	7,36625	4	0,23572
Супер	Магазин 30	Молочные продукты	Молочные продукты 287	8	119	8,25488	7,01267	5	0,29465
Супер	Магазин 30	Молочные продукты	Молочные продукты 287	9	101	7,08016	5,95193	1	0,05893
Супер	Магазин 30	Молочные продукты	Молочные продукты 289	7	101	10,22182	9,31364	3	0,30252
Супер	Магазин 30	Молочные продукты	Молочные продукты 289	8	93	10,31805	9,37812	0	-6,25278E-16
Супер	Магазин 30	Молочные продукты	Молочные продукты 289	9	130	12,5102	11,8387	20	2,0168
Супер	Магазин 30	Молочные продукты	Молочные продукты 290	7	11	0,79699	0,65446	4	0,1976
Супер	Магазин 30	Молочные продукты	Молочные продукты 290	8	5	0,36895	0,24697	0	2,84217E-17
Супер	Магазин 30	Молочные продукты	Молочные продукты 290	9	4	0,23846	0,213	2	0,12966
Супер	Магазин 30	Молочные продукты	Молочные продукты 288	7	98	6,45096	6,8845	1	0,07025
Супер	Магазин 30	Молочные продукты	Молочные продукты 288	8	54	3,65455	3,7935	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 288	9	31	2,22968	2,05125	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 291	7	48	3,29465	2,84168	2	0,12328
Супер	Магазин 30	Молочные продукты	Молочные продукты 291	8	43	3,02823	2,57544	5	0,3503
Супер	Магазин 30	Молочные продукты	Молочные продукты 291	9	57	4,07551	3,65718	3	0,16815
Супер	Магазин 30	Молочные продукты	Молочные продукты 292	7	3	0,21597	0,135	14	0,63
Супер	Магазин 30	Молочные продукты	Молочные продукты 292	8	12	0,83607	0,54	2	0,09
Супер	Магазин 30	Молочные продукты	Молочные продукты 292	9	7	0,48793	0,3016	18	0,76176
Супер	Магазин 30	Молочные продукты	Молочные продукты 293	7	23	1,89277	1,23487	16	0,85904
Супер	Магазин 30	Молочные продукты	Молочные продукты 293	8	14	1,13986	0,75166	26	1,39594
Супер	Магазин 30	Молочные продукты	Молочные продукты 293	9	9	0,75191	0,48321	17	0,91273
Супер	Магазин 30	Молочные продукты	Молочные продукты 294	9	0	0	0	45	2,025
Супер	Магазин 30	Молочные продукты	Молочные продукты 295	7	27	1,61269	1,0773	16	0,6384
Супер	Магазин 30	Молочные продукты	Молочные продукты 295	8	8	0,53492	0,3192	8	0,3192
Супер	Магазин 30	Молочные продукты	Молочные продукты 295	9	14	0,88061	0,5586	18	0,7182
Супер	Магазин 30	Молочные продукты	Молочные продукты 296	7	0	0	0	45	2,9358
Супер	Магазин 30	Молочные продукты	Молочные продукты 296	8	13	1,27287	0,84812	32	2,08768
Супер	Магазин 30	Молочные продукты	Молочные продукты 296	9	34	3,18966	2,21816	43	2,80532
Супер	Магазин 30	Молочные продукты	Молочные продукты 298	7	40	2,71661	2,03424	51	2,14461
Супер	Магазин 30	Молочные продукты	Молочные продукты 298	8	15	1,09784	0,67401	36	1,4706
Супер	Магазин 30	Молочные продукты	Молочные продукты 298	9	16	1,18884	0,6536	20	0,817
Супер	Магазин 30	Молочные продукты	Молочные продукты 299	7	11	0,73289	0,38956	6	0,22476
Супер	Магазин 30	Молочные продукты	Молочные продукты 299	8	10	0,6759	0,35848	8	0,26744
Супер	Магазин 30	Молочные продукты	Молочные продукты 299	9	6	0,41794	0,20058	2	0,06686
Супер	Магазин 30	Молочные продукты	Молочные продукты 301	7	3	0,22297	0,16552	10	0,5526
Супер	Магазин 30	Молочные продукты	Молочные продукты 301	8	7	0,63995	0,38682	3	0,16578
Супер	Магазин 30	Молочные продукты	Молочные продукты 301	9	1	0,09899	0,05526	2	0,11052
Супер	Магазин 30	Молочные продукты	Молочные продукты 303	7	18	0,88484	0,46494	5	0,12915
Супер	Магазин 30	Молочные продукты	Молочные продукты 303	8	12	0,60588	0,30996	5	0,12915
Супер	Магазин 30	Молочные продукты	Молочные продукты 303	9	9	0,4749	0,23247	8	0,20664
Супер	Магазин 30	Молочные продукты	Молочные продукты 305	7	47	1,4203	0,93906	12	0,23976
Супер	Магазин 30	Молочные продукты	Молочные продукты 305	8	39	1,18504	0,77922	21	0,41958
Супер	Магазин 30	Молочные продукты	Молочные продукты 305	9	28	0,85104	0,55944	17	0,33966
Супер	Магазин 30	Молочные продукты	Молочные продукты 306	7	0	0	0	10	0,2671
Супер	Магазин 30	Молочные продукты	Молочные продукты 306	8	0	0	0	10	0,2671
Супер	Магазин 30	Молочные продукты	Молочные продукты 306	9	0	0	0	14	0,37394
Супер	Магазин 30	Молочные продукты	Молочные продукты 304	7	61	5,94472	4,20534	6	0,41364
Супер	Магазин 30	Молочные продукты	Молочные продукты 304	8	50	5,22056	2,84024	1	0,05515
Супер	Магазин 30	Молочные продукты	Молочные продукты 304	9	39	4,19564	2,42665	7	0,48258
Супер	Магазин 30	Молочные продукты	Молочные продукты 302	7	6	0,50396	0,33156	6	0,33156
Супер	Магазин 30	Молочные продукты	Молочные продукты 302	8	5	0,46795	0,2763	1	0,05526
Супер	Магазин 30	Молочные продукты	Молочные продукты 302	9	1	0,09299	0,05526	0	0
Супер	Магазин 30	Молочные продукты	Молочные продукты 307	7	38	2,22	1,47402	10	0,3879
